id,name,location,type,typecode,address,adcode,pname,cityname,adname,business_area
B0FFHDTJ79,小张各庄居民小区东区,"116.814261,39.956212",商务住宅;住宅区;住宅小区,120302,迎宾路1049号,131082,河北省,廊坊市,三河市,学院大街
B013C16B06,小张各庄居民小区,"116.814035,39.956538",商务住宅;住宅区;住宅小区,120302,迎宾路与学院大街交叉口北260米,131082,河北省,廊坊市,三河市,学院大街
B000AA8IIX,中建二局家属院,"116.815514,39.952711",商务住宅;住宅区;住宅区,120300,迎宾路与学院大街交叉口东120米,131082,河北省,廊坊市,三河市,迎宾路
B0L3BLEB7Y,红旗二巷13号,"116.821052,39.974479",商务住宅;住宅区;住宅小区,120302,神威北大街593号,131082,河北省,廊坊市,三河市,[]
B0FFHDTFH7,小张各庄居民小区西区,"116.813340,39.956109",商务住宅;住宅区;住宅小区,120302,迎宾路与海油大街交叉口南240米,131082,河北省,廊坊市,三河市,学院大街
B0FFH4SZ4I,中国国土资源经济研究院家属院,"116.819297,39.945659",商务住宅;住宅区;住宅小区,120302,行宫东大街与环卫东路交叉口西南420米,131082,河北省,廊坊市,三河市,迎宾路
B0H3JR90HK,三河木子从一公寓(2号店),"116.814725,39.964925",商务住宅;住宅区;住宅区,120300,富地广场9号楼2单元,131082,河北省,廊坊市,三河市,迎宾路
B0FFF9OWR6,华冠小区,"116.817677,39.945673",商务住宅;住宅区;住宅小区,120302,京榆大街589号,131082,河北省,廊坊市,三河市,迎宾路
B013C0IEL6,中美公寓,"116.816524,39.973099",商务住宅;住宅区;住宅小区,120302,神威北大街499号,131082,河北省,廊坊市,三河市,[]
B0LBFHVT68,45所小区1区,"116.812149,39.959209",商务住宅;住宅区;住宅小区,120302,海油大街与迎宾路交叉口西北160米,131082,河北省,廊坊市,三河市,迎宾路
B013C0IF6B,北京电力物资小区,"116.822009,39.942278",商务住宅;住宅区;住宅小区,120302,京榆大街与汉王路交叉口西南460米,131082,河北省,廊坊市,三河市,[]
B0FFMFJVZY,海林公寓,"116.819639,39.976190",商务住宅;住宅区;住宅小区,120302,创意谷街849号,131082,河北省,廊坊市,三河市,[]
B0M61HH3BD,京东中美医院3号宿舍楼,"116.812075,39.960675",商务住宅;住宅区;宿舍,120303,金燕大街与迎宾路交叉口西南140米,131082,河北省,廊坊市,三河市,迎宾路
B0M6XMOO3J,京东中美医院职工宿舍,"116.811875,39.961325",商务住宅;住宅区;宿舍,120303,金燕大街与迎宾路交叉口西120米,131082,河北省,廊坊市,三河市,迎宾路
B0JDBA6RKW,燕郊邮局家属楼,"116.815313,39.947510",商务住宅;住宅区;住宅小区,120302,迎宾路891号,131082,河北省,廊坊市,三河市,迎宾路
B0LUVOG4NB,职工宿舍二号楼,"116.811875,39.960125",商务住宅;住宅区;宿舍,120303,迎宾路与金燕大街交叉口西南200米,131082,河北省,廊坊市,三河市,迎宾路
B0FFG297NN,紫竹园A区,"116.810420,39.963565",商务住宅;住宅区;住宅小区,120302,迎宾路648号,131082,河北省,廊坊市,三河市,迎宾路
B0LR9BPCLM,燕郊火车站西家属楼,"116.821922,39.941159",商务住宅;住宅区;住宅小区,120302,[],131082,河北省,廊坊市,三河市,[]
B013C0HWTR,紫竹园,"116.810500,39.963583",商务住宅;住宅区;住宅小区,120302,东燕郊经济开发区迎宾路648号,131082,河北省,廊坊市,三河市,迎宾路
B0L1N9XKVF,锦程公寓,"116.811722,39.955942",商务住宅;住宅区;住宅区,120300,迎宾路与海油大街交叉口西南300米,131082,河北省,廊坊市,三河市,迎宾路
B0M6FSXY7B,函数社区,"116.811631,39.956699",商务住宅;住宅区;住宅区,120300,迎宾路与海油大街交叉口西南240米,131082,河北省,廊坊市,三河市,迎宾路
B013C0IE4G,百合东园小区,"116.809944,39.959195",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区海油大街123号,131082,河北省,廊坊市,三河市,海油大街
B0FFJOY23R,鑫蚨家园,"116.810926,39.955613",商务住宅;住宅区;住宅区,120300,学院大街与公园路交叉口北280米,131082,河北省,廊坊市,三河市,学院大街
B0MAGUYADG,建行家属楼北楼,"116.816175,39.946125",商务住宅;住宅区;住宅小区,120302,迎宾路与京榆大街交叉口东北260米,131082,河北省,廊坊市,三河市,迎宾路
B0MDKACP9X,信用社家属院,"116.815321,39.947248",商务住宅;住宅区;住宅小区,120302,迎宾路与行宫东大街交叉口东南180米,131082,河北省,廊坊市,三河市,迎宾路
B0MG7XJ4PQ,上上城5期,"116.813825,39.948425",商务住宅;住宅区;住宅小区,120302,行宫西大街与迎宾路交叉口西南60米,131082,河北省,廊坊市,三河市,迎宾路
B0LDMUESH0,金延公寓,"116.810679,39.956893",商务住宅;住宅区;住宅区,120300,为民巷与长乐七巷交叉口东240米,131082,河北省,廊坊市,三河市,迎宾路
B013C14BBV,奇丽小区,"116.815376,39.945429",商务住宅;住宅区;住宅小区,120302,迎宾路873号,131082,河北省,廊坊市,三河市,迎宾路
B0KR67Y3PM,廊坊燕京职业技术学院学生公寓,"116.990622,39.972422",商务住宅;住宅区;宿舍,120303,冯庄子灌渠堤路廊坊燕京职业技术学院,131082,河北省,廊坊市,三河市,[]
B0L0J6EFUR,教师公寓,"116.991075,39.972051",商务住宅;住宅区;宿舍,120303,冯庄子灌渠堤路与园区中心路交叉口西南320米,131082,河北省,廊坊市,三河市,[]
B0FFM4QKIC,石榴玉兰湾,"116.998935,39.967615",商务住宅;住宅区;住宅小区,120302,李旗庄镇京哈高速南侧(三河三中西南侧),131082,河北省,廊坊市,三河市,[]
B0LUF93GXK,农业高新技术园区虚拟社区,"116.987028,39.979013",商务住宅;住宅区;住宅小区,120302,光明街东北侧,131082,河北省,廊坊市,三河市,[]
B0FFKR5N40,合生长安帝景,"116.944685,39.959684",商务住宅;住宅区;住宅小区,120302,夏垫镇温泉东侧102国道北侧,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFFRYBE1,鑫磊·鸿博苑,"116.944008,39.957381",商务住宅;住宅区;住宅小区,120302,夏垫镇102国道南侧,131028,河北省,廊坊市,大厂回族自治县,[]
B0MDPXMV9E,假山大院,"116.945875,39.950075",商务住宅;住宅区;住宅小区,120302,永顺大街与商业街交叉口西420米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFG7DWUL,福信恒基花园(西区),"116.942426,39.957114",商务住宅;住宅区;住宅小区,120302,102国道(京东第一温泉度假酒店对面),131028,河北省,廊坊市,大厂回族自治县,[]
B0FFGYX2V1,福信恒基花园,"116.942451,39.957126",商务住宅;住宅区;住宅小区,120302,京哈公路与和谐街交叉口东200米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFH02D90,潮白河孔雀城华清园,"116.940296,39.960963",商务住宅;住宅区;住宅小区,120302,穆斯林大街附近,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFF9TWKM,温泉·丽都,"116.939345,39.956456",商务住宅;住宅区;住宅小区,120302,和谐街与京哈公路交叉口西南140米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFGB47WI,北京·悦,"116.939687,39.957117",商务住宅;住宅区;住宅小区,120302,夏垫商贸大街与和谐街交叉口西南80米,131028,河北省,廊坊市,大厂回族自治县,[]
B0L2P1QRZ8,温泉丽都B区,"116.939957,39.956476",商务住宅;住宅区;住宅小区,120302,和谐街与夏垫商贸大街交叉口南120米,131028,河北省,廊坊市,大厂回族自治县,[]
B0K0OHNLUY,永顺北里,"116.941862,39.948124",商务住宅;住宅区;住宅小区,120302,中街与后街交叉口东南260米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFGA9PAF,阳光新园,"116.937446,39.959474",商务住宅;住宅区;住宅小区,120302,京哈公路,131028,河北省,廊坊市,大厂回族自治县,[]
B0KUBSYQRJ,永顺南里,"116.939401,39.947112",商务住宅;住宅区;住宅小区,120302,中街与后街交叉口南280米,131028,河北省,廊坊市,大厂回族自治县,[]
B0K14LUBDQ,平安南里,"116.937702,39.947699",商务住宅;住宅区;住宅小区,120302,永顺街北里西侧170米,131028,河北省,廊坊市,大厂回族自治县,[]
B0K1M5QDYL,平安北里,"116.937280,39.947995",商务住宅;住宅区;住宅小区,120302,中街与后街交叉口西南260米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFL933Q3,耀华佳苑东区,"116.927289,39.957678",商务住宅;住宅区;住宅小区,120302,大厂工业园区东燕郊东夏垫102国道北侧耀华佳苑,131028,河北省,廊坊市,大厂回族自治县,[]
B013C0IEQ0,耀华佳苑,"116.926392,39.957614",商务住宅;住宅区;住宅小区,120302,夏垫镇102国道北侧,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFI8NL06,耀华佳苑西区,"116.925380,39.957549",商务住宅;住宅区;住宅小区,120302,夏垫商贸大街与夏垫北街交叉口东北340米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFH2GTMN,春和双星园,"116.924420,39.955878",商务住宅;住宅区;住宅小区,120302,京哈公路与夏垫北街交叉口东北140米,131028,河北省,廊坊市,大厂回族自治县,[]
B013C0IF8O,东方美墅,"116.920479,39.957453",商务住宅;住宅区;住宅区,120300,沿102国道直行约3公里路北(高级实验中学隔壁),131028,河北省,廊坊市,大厂回族自治县,[]
B0FFINOGKP,友通家园,"116.923653,39.946696",商务住宅;住宅区;住宅小区,120302,夏垫老街与夏垫北街交叉口西260米,131028,河北省,廊坊市,大厂回族自治县,[]
B0L037CL9K,好库房85号院,"116.922675,39.946875",商务住宅;住宅区;住宅小区,120302,夏垫老街与夏垫北街交叉口西340米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFHE3DEW,夏垫伊垫园小区,"116.916127,39.955300",商务住宅;住宅区;住宅小区,120302,京哈公路北侧80米,131028,河北省,廊坊市,大厂回族自治县,[]
B0KG4SG5YI,力宝凤凰城,"116.914958,39.966257",商务住宅;住宅区;住宅小区,120302,华夏北路555号,131028,河北省,廊坊市,大厂回族自治县,[]
B0L1CB57AS,伊甸园小区南楼,"116.916125,39.955325",商务住宅;住宅区;住宅小区,120302,兴盛路与诚信路交叉口东南260米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFF9P6IC,春和群星园,"116.919057,39.940435",商务住宅;住宅区;住宅小区,120302,华夏南路252号,131028,河北省,廊坊市,大厂回族自治县,[]
B0J1BUPT01,大厂回族自治县华夏路社区居委会,"116.915764,39.967526",商务住宅;住宅区;住宅小区,120302,楼房街13号,131028,河北省,廊坊市,大厂回族自治县,[]
B0M6L56JWK,三中家属楼,"116.917675,39.946475",商务住宅;住宅区;住宅小区,120302,华夏南路与夏垫老街交叉口北100米,131028,河北省,廊坊市,大厂回族自治县,[]
B0KKTSVER0,碧桂园云樾东方,"116.914558,39.966385",商务住宅;住宅区;住宅小区,120302,102国道北华夏北路555号,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFK4LMJ0,怡和小院,"116.917569,39.945022",商务住宅;住宅区;住宅小区,120302,华夏南路与夏垫老街交叉口南60米,131028,河北省,廊坊市,大厂回族自治县,[]
B0H3SRLJHQ,鑫福佳苑,"116.914438,39.946063",商务住宅;住宅区;住宅小区,120302,华夏南路与夏垫老街交叉口西280米,131028,河北省,廊坊市,大厂回族自治县,[]
B0MGXNWX3R,京东晓镇联排别墅,"116.917025,39.945025",商务住宅;住宅区;住宅区,120300,华夏南路与夏垫老街交叉口西南80米,131028,河北省,廊坊市,大厂回族自治县,[]
B0I1YZ65CC,铂悦华庭小区,"116.915846,39.944011",商务住宅;住宅区;住宅小区,120302,华夏南路206号,131028,河北省,廊坊市,大厂回族自治县,[]
B0L2HN9WXW,万福金安,"116.914302,39.952040",商务住宅;住宅区;住宅小区,120302,华夏南路与夏垫商贸大街交叉口南180米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFF9P6B7,赢嘉小区,"116.910321,39.954158",商务住宅;住宅区;住宅小区,120302,富裕路与前街交叉口南180米,131028,河北省,廊坊市,大厂回族自治县,[]
B0H32773KS,天洋城4代北斗小镇,"116.827885,39.920697",商务住宅;住宅区;住宅小区,120302,天洋城四代北区1期东门对面,131082,河北省,廊坊市,三河市,[]
B013C0IF43,天元冶金小区,"116.840857,39.935551",商务住宅;住宅区;住宅小区,120302,汇福路86号,131082,河北省,廊坊市,三河市,[]
B013C15FSP,天洋城4代,"116.823713,39.918403",商务住宅;住宅区;住宅区,120300,迎宾路附近,131082,河北省,廊坊市,三河市,[]
B0FFGCI2TF,天洋城4代北区,"116.823690,39.919245",商务住宅;住宅区;住宅小区,120302,康城大街,131082,河北省,廊坊市,三河市,[]
B013C1461P,冶金小区西区,"116.834762,39.934376",商务住宅;住宅区;住宅小区,120302,冶金路110号,131082,河北省,廊坊市,三河市,[]
B0FFGPGMKH,天洋城4代南区,"116.824700,39.914843",商务住宅;住宅区;住宅区,120300,燕郊天洋城四代魔方街111-112商铺西南方向,131082,河北省,廊坊市,三河市,[]
B0FFMATMI5,冶金小区中区,"116.841111,39.936207",商务住宅;住宅区;住宅小区,120302,汇福路与冶金路交叉口西南260米,131082,河北省,廊坊市,三河市,[]
B013C0IF5C,首钢小区,"116.831863,39.934027",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区冶金路1号,131082,河北省,廊坊市,三河市,[]
B0FFHCDCRG,天洋城4代二期,"116.822357,39.921497",商务住宅;住宅区;住宅小区,120302,迎宾路附近,131082,河北省,廊坊市,三河市,[]
B013C145NG,冶金小区东区,"116.843410,39.936987",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区汇福路,131082,河北省,廊坊市,三河市,[]
B0MB2R1PXT,美丽庭院,"116.863935,39.929205",商务住宅;住宅区;住宅小区,120302,东环路154号顺民巷三号,131082,河北省,廊坊市,三河市,[]
B013C145NF,冶金小区北区,"116.840936,39.938866",商务住宅;住宅区;住宅小区,120302,经济技术开发区冶金路,131082,河北省,廊坊市,三河市,[]
B000AAAZJV,夏威夷·蓝湾,"116.823988,39.908658",商务住宅;住宅区;住宅小区,120302,燕郊镇迎宾路17号院,131082,河北省,廊坊市,三河市,[]
B0L037DLRI,悠园A区,"116.838025,39.937775",商务住宅;住宅区;住宅小区,120302,冶金路与汇福路交叉口西360米,131082,河北省,廊坊市,三河市,[]
B0MBD1GMYJ,单身宿舍,"116.835516,39.937032",商务住宅;住宅区;宿舍,120303,[],131082,河北省,廊坊市,三河市,[]
B0FFKFHZ4Z,夏威夷·蓝湾北区,"116.823683,39.909399",商务住宅;住宅区;住宅小区,120302,[],131082,河北省,廊坊市,三河市,[]
B0LDDR41JR,都苑国际,"116.835178,39.937416",商务住宅;住宅区;住宅小区,120302,冶金路南侧,131082,河北省,廊坊市,三河市,[]
B0H0RK9PG3,京东CBD,"116.819624,39.914893",商务住宅;住宅区;住宅小区,120302,迎宾路与南横三路交叉口西北120米,131082,河北省,廊坊市,三河市,[]
B0JBB53NEK,夏威夷·蓝湾南区,"116.824570,39.905883",商务住宅;住宅区;住宅小区,120302,迎宾路140号,131082,河北省,廊坊市,三河市,[]
B013C145NC,应急管理大学南校园家属区,"116.830206,39.937995",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区冶金路59号,131082,河北省,廊坊市,三河市,[]
B0MBNXV6KE,冶金首钢家属院,"116.829220,39.937013",商务住宅;住宅区;住宅小区,120302,瑞福巷与禄福巷交叉口南140米,131082,河北省,廊坊市,三河市,[]
B0G19796BI,福泽院,"116.829520,39.937655",商务住宅;住宅区;住宅小区,120302,瑞福巷与禄福巷交叉口东南60米,131082,河北省,廊坊市,三河市,[]
B0G1BU84Q1,御东瑞璟,"116.818075,39.912607",商务住宅;住宅区;住宅小区,120302,迎宾路与南横三路交叉口,131082,河北省,廊坊市,三河市,[]
B0H3O9ZRQK,青禾香苑,"116.827276,39.936587",商务住宅;住宅区;住宅小区,120302,冶金路燕新综合市场北20号,131082,河北省,廊坊市,三河市,[]
B0HB1ZFJN7,金燕小区,"116.829856,39.939241",商务住宅;住宅区;住宅小区,120302,康城街道,131082,河北省,廊坊市,三河市,[]
B0H02DFROW,岩峰欢乐颂,"116.819534,39.907668",商务住宅;住宅区;住宅小区,120302,迎宾路140号,131082,河北省,廊坊市,三河市,[]
B0LK5CV2Z1,鑫诚汇居,"116.820100,39.907718",商务住宅;住宅区;住宅小区,120302,迎宾路140号,131082,河北省,廊坊市,三河市,[]
B0L1NAWANU,玉才胡同2号,"116.824563,39.936708",商务住宅;住宅区;住宅小区,120302,代刘庄村附近,131082,河北省,廊坊市,三河市,[]
B0MB2602J7,松竹公寓,"116.823337,39.936552",商务住宅;住宅区;住宅区,120300,冶金路与三家胡同交叉口西300米,131082,河北省,廊坊市,三河市,[]
B0FFHYII4S,半壁店村文化活动室,"116.820811,39.935407",商务住宅;住宅区;社区中心,120304,燕郊镇冶金路,131082,河北省,廊坊市,三河市,[]
B0JRNCCP73,御东悦璟,"116.815632,39.909393",商务住宅;住宅区;住宅小区,120302,燕南小学对面,131082,河北省,廊坊市,三河市,[]
B0FFG8JKKI,金谷·爱舒荷,"116.815546,39.904214",商务住宅;住宅区;住宅小区,120302,南外环1170号,131082,河北省,廊坊市,三河市,[]
B0LBFDYY1A,三河市燕郊镇蓝湾社区,"116.813000,39.907000",商务住宅;住宅区;住宅小区,120302,和平路与南外环交叉口北500米,131082,河北省,廊坊市,三河市,[]
B0L3H7AGH3,金燕SOHO公寓C座,"116.812921,39.933694",商务住宅;住宅区;住宅区,120300,二街与光复西街交叉口东180米,131082,河北省,廊坊市,三河市,[]
B0FFIOZKMT,佰度家园,"116.814408,39.936342",商务住宅;住宅区;住宅区,120300,迎宾路与冶金路交叉口西北120米,131082,河北省,廊坊市,三河市,[]
B0L3XC1G1A,安宁街1号,"116.808370,39.920091",商务住宅;住宅区;住宅小区,120302,兴农街与和平路交叉口东100米,131082,河北省,廊坊市,三河市,[]
B0LU6LOO24,文化广场,"116.807672,39.918448",商务住宅;住宅区;社区中心,120304,和平路与文昌街交叉口北60米,131082,河北省,廊坊市,三河市,[]
B0FFIN53WE,双阳家园,"116.812689,39.936265",商务住宅;住宅区;住宅区,120300,燕郊镇迎宾路口向南300米三街路口,131082,河北省,廊坊市,三河市,[]
B0FFKHGGMV,西蔡各庄文昌街22号,"116.805360,39.917689",商务住宅;住宅区;住宅小区,120302,文昌街与和平路交叉口西200米,131082,河北省,廊坊市,三河市,[]
B0FFKY88W9,家和公寓,"116.806407,39.931637",商务住宅;住宅区;住宅区,120300,泰安街与喜民巷交叉口东南140米,131082,河北省,廊坊市,三河市,[]
B0FFKE9BBE,乔家小院(泰安街店),"116.807488,39.932165",商务住宅;住宅区;住宅区,120300,泰安街与喜民巷交叉口东220米,131082,河北省,廊坊市,三河市,[]
B0HB3Z902O,港中旅·海泉湾二期南区,"116.804149,39.912209",商务住宅;住宅区;住宅小区,120302,思菩兰路,131082,河北省,廊坊市,三河市,[]
B0L1VSAHEE,和兴巷86号,"116.806361,39.929685",商务住宅;住宅区;住宅小区,120302,喜民巷与泰安街交叉口东南320米,131082,河北省,廊坊市,三河市,[]
B0FFFZF1XN,港中旅·海泉湾,"116.802155,39.916126",商务住宅;住宅区;住宅小区,120302,思菩兰路,131082,河北省,廊坊市,三河市,[]
B0M6VCJWHU,安居三巷4号院,"116.807663,39.933269",商务住宅;住宅区;住宅小区,120302,燕灵路26号,131082,河北省,廊坊市,三河市,[]
B0M6VCJW24,安居三巷3号院,"116.807469,39.933240",商务住宅;住宅区;住宅小区,120302,燕灵路26号,131082,河北省,廊坊市,三河市,[]
B0H0ZCXVAV,港中旅·海泉湾一期,"116.802001,39.917449",商务住宅;住宅区;住宅小区,120302,思菩兰路,131082,河北省,廊坊市,三河市,[]
B0M6VCJOBH,安居三巷2号院,"116.807352,39.933223",商务住宅;住宅区;住宅小区,120302,燕灵路26号,131082,河北省,廊坊市,三河市,[]
B0M6VCJVVP,安居三巷1号院,"116.807181,39.933210",商务住宅;住宅区;住宅小区,120302,燕灵路26号,131082,河北省,廊坊市,三河市,[]
B0K1D5INOD,港中旅·海泉湾二期,"116.803500,39.912657",商务住宅;住宅区;住宅小区,120302,思菩兰路与南横三路交叉口西北220米,131082,河北省,廊坊市,三河市,[]
B0FFGZUKRI,御东郡,"116.802206,39.912224",商务住宅;住宅区;住宅小区,120302,思菩兰路,131082,河北省,廊坊市,三河市,[]
B0GDCA8FHX,港中旅·海泉湾二期北区,"116.801779,39.913559",商务住宅;住宅区;住宅小区,120302,燕郊御东郡北100米港中旅海泉湾,131082,河北省,廊坊市,三河市,[]
B0GDVZ6PMV,和润家园,"116.804286,39.907217",商务住宅;住宅区;住宅小区,120302,燕郊镇燕城大街3-6号(西城子村东),131082,河北省,廊坊市,三河市,[]
B0L025NK1O,三合巷6号,"116.805861,39.936252",商务住宅;住宅区;住宅小区,120302,燕郊镇三街村三合巷6号,131082,河北省,廊坊市,三河市,[]
B0KA7ZWAN4,后屯新区,"116.887748,39.929852",商务住宅;住宅区;住宅小区,120302,宜兴路与宜恒街交叉口北380米,131028,河北省,廊坊市,大厂回族自治县,[]
B0K06S9X95,供销社家属院,"116.803198,39.934159",商务住宅;住宅区;住宅小区,120302,燕灵路30号,131082,河北省,廊坊市,三河市,[]
B0MBAXB2PA,燕潮酩酿酒有限公司家属院,"116.803675,39.934525",商务住宅;住宅区;住宅小区,120302,燕潮酩街与喜民巷交叉口东北60米,131082,河北省,廊坊市,三河市,[]
B0M6NADXJG,景家二街3号,"116.889950,39.926866",商务住宅;住宅区;住宅小区,120302,工业二路28号,131028,河北省,廊坊市,大厂回族自治县,[]
B0LRYRW1CG,寺西1号院,"116.802831,39.935378",商务住宅;住宅区;住宅小区,120302,燕郊四街清元街-寺西1号院,131082,河北省,廊坊市,三河市,[]
B0LK2AQ3FE,道康家园,"116.801184,39.932084",商务住宅;住宅区;住宅区,120300,燕灵路与喜民巷交叉口西南240米,131082,河北省,廊坊市,三河市,[]
B0M6MAUDQR,育才街16号,"116.802488,39.937547",商务住宅;住宅区;住宅小区,120302,林树街5号,131082,河北省,廊坊市,三河市,[]
B0GRLOR0W4,田辛庄村文化活动室,"116.790971,39.922354",商务住宅;住宅区;社区中心,120304,平安街与幸福路交叉口西100米,131082,河北省,廊坊市,三河市,[]
B0FFFRLUZI,祁福佳苑小区,"116.904820,39.930224",商务住宅;住宅区;住宅小区,120302,福喜路附近,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFH3OVUK,燕达医院宿舍楼,"116.787896,39.936490",商务住宅;住宅区;宿舍,120303,河北燕达医院,131082,河北省,廊坊市,三河市,[]
B0JD2UR963,住培医师公寓,"116.787747,39.936570",商务住宅;住宅区;宿舍,120303,[],131082,河北省,廊坊市,三河市,[]
B0L1CO7IYD,祁屯工贸小区A区,"116.903475,39.934875",商务住宅;住宅区;住宅小区,120302,福喜路与大福北路交叉口西北340米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFGUEH75,祁屯工贸小区,"116.904260,39.937395",商务住宅;住宅区;住宅小区,120302,[],131028,河北省,廊坊市,大厂回族自治县,[]
B0FFGB34PZ,邵府新民居,"116.909005,39.909058",商务住宅;住宅区;住宅小区,120302,福喜路999号附近,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFLGQDRU,世茂·城市集合,"116.907458,39.931851",商务住宅;住宅区;住宅小区,120302,大福路1号,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFG25A0N,邵府新民居1期,"116.909004,39.909060",商务住宅;住宅区;住宅小区,120302,潮白河经济开发区福喜路与工业五路交口南侧,131028,河北省,廊坊市,大厂回族自治县,[]
B0LAR1DTC3,郦府,"116.903525,39.901975",商务住宅;住宅区;住宅小区,120302,昌盛路与邵府9街交叉口东北20米,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFHF7003,世茂·萨拉曼卡仕林园,"116.907662,39.933817",商务住宅;住宅区;住宅区,120300,福喜路与大福北路交叉口东北220米,131028,河北省,廊坊市,大厂回族自治县,[]
B0J1KCBG0S,世茂·萨拉曼卡迪亚园,"116.907806,39.936187",商务住宅;住宅区;住宅区,120300,福喜路与新开大街交叉口东南220米,131028,河北省,廊坊市,大厂回族自治县,[]
B0H04Z79X3,世茂城市集合售楼处,"116.909588,39.931972",商务住宅;住宅区;住宅区,120300,大福北路421号,131028,河北省,廊坊市,大厂回族自治县,[]
B0H0SA3H7E,东方丽城A区,"116.908413,39.938818",商务住宅;住宅区;住宅小区,120302,夏垫新城,131028,河北省,廊坊市,大厂回族自治县,[]
B0LAJOXG0I,世茂萨拉曼卡1期,"116.907798,39.936218",商务住宅;住宅区;住宅小区,120302,福喜路与新开大街交叉口东南220米,131028,河北省,廊坊市,大厂回族自治县,[]
B0J0G5HEAB,港中旅海泉湾学苑(建设中),"116.803901,39.913773",商务住宅;住宅区;住宅区,120300,思菩兰路,131082,河北省,廊坊市,三河市,[]
B0FFLLKHD5,天洋·创新中心(建设中),"116.790015,39.939630",商务住宅;住宅区;住宅小区,120302,思菩兰路西侧,131082,河北省,廊坊市,三河市,[]
B0FFG3N8D9,孔雀城·湖韵澜湾,"116.986620,39.906875",商务住宅;住宅区;住宅小区,120302,北辰东街与永安路交汇处北,131028,河北省,廊坊市,大厂回族自治县,[]
B0M6XHPUUF,工贸小区,"116.961922,39.925471",商务住宅;住宅区;住宅小区,120302,致富街北侧,131028,河北省,廊坊市,大厂回族自治县,[]
B0L3ACV2AK,湖韵澜湾社区,"116.990586,39.903220",商务住宅;住宅区;住宅区,120300,永安北路东北侧,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFFGVR7T,小康里,"116.960409,39.905897",商务住宅;住宅区;住宅小区,120302,271省道小康里附近,131028,河北省,廊坊市,大厂回族自治县,[]
B0FFFGX8UX,清真寺东里,"116.964515,39.903020",商务住宅;住宅区;住宅小区,120302,大厂镇霍各庄村,131028,河北省,廊坊市,大厂回族自治县,[]
B0K1AUUANA,清真寺西里,"116.963337,39.903174",商务住宅;住宅区;住宅小区,120302,大香线与邵府路交叉口东220米,131028,河北省,廊坊市,大厂回族自治县,[]
B013C156OL,莱茵佳苑东区,"116.957230,39.906501",商务住宅;住宅区;住宅小区,120302,大厂连接线与大香线交叉口东南180米,131028,河北省,廊坊市,大厂回族自治县,[]
B013C14AH8,莱茵佳苑,"116.955882,39.906837",商务住宅;住宅区;住宅小区,120302,大厂镇,131028,河北省,廊坊市,大厂回族自治县,[]
B0KR6RQP2T,和平西里,"116.966089,39.901023",商务住宅;住宅区;住宅小区,120302,霍各庄回民小学西南侧80米,131028,河北省,廊坊市,大厂回族自治县,[]
B013C156PL,莱茵佳苑西区,"116.955391,39.906965",商务住宅;住宅区;住宅小区,120302,大厂镇,131028,河北省,廊坊市,大厂回族自治县,[]
B0LBRSI8G3,福源阁,"116.962325,39.902475",商务住宅;住宅区;住宅小区,120302,大香线与邵府路交叉口东南180米,131028,河北省,廊坊市,大厂回族自治县,[]
B0L3AZQ2CZ,尚水城西区,"116.995275,39.900825",商务住宅;住宅区;住宅小区,120302,[],131028,河北省,廊坊市,大厂回族自治县,[]
B0KR71NWEB,夏安线南里,"116.962950,39.901481",商务住宅;住宅区;住宅小区,120302,清真寺东里西南侧230米,131028,河北省,廊坊市,大厂回族自治县,[]
B0LKP705A1,西马庄村幸福北街213号,"116.949200,39.904942",商务住宅;住宅区;住宅小区,120302,西马庄村附近,131028,河北省,廊坊市,大厂回族自治县,[]
B0HGKKEC31,南王庄村工贸小区,"116.937797,39.903734",商务住宅;住宅区;住宅小区,120302,四通路与邵府路交叉口北60米,131028,河北省,廊坊市,大厂回族自治县,[]
B0H3H70RY7,路劲公园上城,"116.920135,39.920985",商务住宅;住宅区;住宅小区,120302,大福南路60号,131028,河北省,廊坊市,大厂回族自治县,[]
